tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user
5/5/2023,4:31,sedekah masjid,Lain-lain,,Pengeluaran,qris,tangsel,Berhasil,iOS 17,
4/19/2023,22:58,Gula,Belanja,1463000.0,Pengeluaran,Mandiri,Bandung,Berhasil,Android 13,
4/29/2023,7:40,checkout alfamart,Belanja,1368000.0,Pengeluaran,Gopay,Bdg,Pending,Windows Web,
10/26/2023,10:43,solana,,778000.0,Pengeluaran,Mandiri,jkt,Berhasil,Windows Web,
5/30/2023,6:28,deposit kos,Tempat Tinggal,2997000.0,Pengeluaran,qris,,Berhasil,Windows Web,
2/15/2024,5:50,pre-workout,Kesehatan,75000.0,Pengeluaran,qris,Surabaya,Berhasil,Android 13,
18/09/2023,21:02,Deposit Aset Crypto Tokocrypto,Investasi,-3029000.0,Pengeluaran,ovo,Depok,Berhasil,Windows Web,
4/25/2024,1:19,Odol,Belanja,119000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
7/21/2023,23:36,UANG SAMPAH KOS,Tempat Tinggal,2772000.0,Pengeluaran,GOPAY,,Berhasil,iOS 16,
3/12/2023,1:30,Biaya Tiket Mrt,Transportasi,49000.0,Pengeluaran,qris,tangsel,Berhasil,iOS 17,
24/09/2023,8:50,KOPI TUKU,Konsumsi,115000.0,Pengeluaran,Mandiri,SBY,Gagal,Android 13,
1/31/2023,3:20,grabfood sushi tei,Konsumsi,28000.0,Pengeluaran,GOPAY,,Berhasil,iOS 17,
4/5/2024,21:47,Refund Tiket,Pendapatan,8082000.0,Pemasukan,QRIS,Tangerang,Berhasil,Android 13,
2/16/2023,20:24,Alokasi Investasi Modalku,Investasi,3347000.0,Pengeluaran,GOPAY,jkt,Berhasil,Android 12,
3/14/2024,9:23,Nyicil Sikat Gigi,Belanja,553000.0,Pengeluaran,ovo,Surabaya,Berhasil,Windows Web,
5/22/2023,6:31,transferan ortu,Pendapatan,5769000.0,Pemasukan,ovo,,Gagal,Android 13,
7/19/2023,8:05,belanja di blibli,,1259000.0,Pengeluaran,Cash,Online,Berhasil,iOS 17,
5/14/2024,4:18,Konser Musik,Hiburan,274000.0,Pengeluaran,Mandiri,jkt,Berhasil,Windows Web,
30/04/2023,16:08,indodax,,4025000.0,Pengeluaran,Cash,,Gagal,iOS 17,
4/20/2024,2:11,voucher game,Hiburan,497000.0,Pengeluaran,Cash,,Berhasil,iOS 17,
12/15/2023,13:48,bli lemari,Tempat Tinggal,1925000.0,Pengeluaran,CASH,Bdg,Berhasil,Windows Web,
12/31/2023,6:04,perbaikan kamar mandi,,2320000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
4/8/2023,0:07,BELI GADO-GADO,Konsumsi,32000.0,Pengeluaran,Cash,,Berhasil,Android 13,
25/04/2024,6:42,uang hasil nemu,Pendapatan,9425000.0,Pemasukan,CASH,,Berhasil,Windows Web,
5/12/2023,11:08,Topup ShopeePay,Lain-lain,,Pengeluaran,Mandiri,Surabaya,Berhasil,Android 13,
1/5/2023,21:04,bli token kos,Tempat Tinggal,1688000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
8/9/2023,18:48,Konser Musik,Hiburan,360000.0,Pengeluaran,OVO,Online,Berhasil,Android 12,
10/21/2023,16:05,Pengeluaran Ojol Ke Stasiun Mrt,Transportasi,196000.0,Pengeluaran,qris,jkt,Gagal,iOS 17,
6/21/2023,6:07,Bayar Tol Cipularang,Transportasi,94000.0,Pengeluaran,Mandiri,tangsel,Berhasil,iOS 17,
30/10/2023,15:52,admin bni,,334000.0,Pengeluaran,GOPAY,Depok,Gagal,iOS 17,
14/12/2023,18:06,nyicil sepatu,Belanja,1257000.0,Pengeluaran,ovo,Jakarta,Pending,Android 13,
7/31/2023,17:29,JOKI TUGAS,Pendapatan,973000.0,Pemasukan,Gopay,jkt,Pending,iOS 17,
4/1/2024,8:02,iuran keamanan kos,Tempat Tinggal,896000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
2/10/2024,13:55,cairin adsense,Pendapatan,7452000.0,Pemasukan,CASH,Depok,Berhasil,Windows Web,
5/4/2023,22:49,Laundry Sepatu,,1525000.0,Pengeluaran,ovo,jkt,Gagal,iOS 16,ukuran XL
1/5/2023,2:35,BONUS PROJECT,,1384000.0,Pemasukan,Mandiri,Bdg,Berhasil,Android 12,
6/15/2023,16:54,protein shake,Kesehatan,469000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Windows Web,
11/15/2023,5:37,refund tiket,Pendapatan,9521000.0,Pemasukan,GOPAY,Depok,Berhasil,Windows Web,
13/12/2023,10:54,Patungan,Lain-lain,338000.0,Pengeluaran,QRIS,,Berhasil,iOS 16,
4/28/2024,4:26,BELI KEJU,Belanja,185000.0,Pengeluaran,ovo,Jakarta,Berhasil,Android 12,
2/24/2024,6:05,CASHBACK,,8568000.0,Pemasukan,QRIS,,Pending,Android 12,
24/01/2024,19:11,BELI REKSADANA PASAR UANG,,323000.0,Pengeluaran,ovo,jkt,Gagal,iOS 16,
1/14/2024,4:41,panadol,Kesehatan,223000.0,Pengeluaran,CASH,,Berhasil,iOS 16,
1/20/2024,2:52,Admin BCA,Lain-lain,486000.0,Pengeluaran,Mandiri,Tangerang,Berhasil,Android 13,
3/15/2023,3:35,konser musik,Hiburan,479000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,Android 13,
5/8/2023,9:32,bli sop iga,Konsumsi,233000.0,Pengeluaran,CASH,Tangerang,Berhasil,iOS 17,
2/23/2023,10:53,cashback,,2054000.0,Pemasukan,Cash,Bandung,Berhasil,iOS 17,
10/22/2023,23:12,Admin BCA,,475000.0,Pengeluaran,GOPAY,jkt,Berhasil,iOS 17,
4/10/2024,15:06,Lawson,Konsumsi,,Pengeluaran,Mandiri,Bdg,Berhasil,iOS 16,
16/01/2023,9:20,iuran rt,Tagihan,77000.0,Pengeluaran,OVO,,Berhasil,Android 12,
26/09/2023,5:47,donasi kitabisa,Lain-lain,243000.0,Pengeluaran,Cash,,Berhasil,Android 13,
3/20/2023,8:13,Order Grab Dari Stasiun Mrt,Transportasi,149000.0,Pengeluaran,CASH,JAKARTA,Berhasil,Windows Web,jangan pedes
11/5/2023,21:27,Ongkos Tiket Krl,Transportasi,,Pengeluaran,BCA Virtual Account,tangsel,Berhasil,iOS 17,
2/23/2024,15:39,biaya bi fast,Lain-lain,,Pengeluaran,OVO,JAKARTA,Gagal,iOS 16,
24/01/2024,17:27,beli sop daging,Konsumsi,158000.0,Pengeluaran,CASH,Depok,Berhasil,Android 13,
7/23/2023,10:28,iuran keamanan kos,,1076000.0,Pengeluaran,Gopay,Tangerang,Berhasil,iOS 16,
6/19/2023,19:18,Alokasi Investasi Nabung Emas,Investasi,3760000.0,Pengeluaran,GOPAY,,Berhasil,iOS 17,
5/15/2023,8:40,byr bpjs,Tagihan,703000.0,Pengeluaran,CASH,Jakarta,Berhasil,iOS 17,
3/1/2023,14:30,Pengeluaran Tiket Lrt,Transportasi,216000.0,Pengeluaran,Gopay,tangsel,Berhasil,Windows Web,ukuran XL
3/5/2023,13:39,byr wifi indihome,Tagihan,,Pengeluaran,qris,,Gagal,iOS 17,kembalian ambil aja
10/20/2023,4:46,langganan hbo go,Hiburan,173000.0,Pengeluaran,Gopay,SBY,Berhasil,Android 12,
8/7/2023,21:44,Pengeluaran Parkir Futsal,Transportasi,,Pengeluaran,GOPAY,Depok,Berhasil,iOS 17,
2/7/2023,7:44,Ongkos Tiket Busway,Transportasi,228000.0,Pengeluaran,qris,Jakarta,Berhasil,iOS 16,
8/5/2024,0:46,kaos oversize,Belanja,290000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Android 13,segera proses ya
8/17/2023,8:20,uang lembur,Pendapatan,5652000.0,Pemasukan,GOPAY,Jakarta,Berhasil,Android 12,
2/6/2023,7:47,jajan es doger,Konsumsi,104000.0,Pengeluaran,QRIS,Bandung,Berhasil,Windows Web,warna hitam
8/27/2023,15:57,bonus project,Pendapatan,9704000.0,Pemasukan,Mandiri,Tangerang,Gagal,Android 13,
19/06/2023,21:02,Kapas,Kesehatan,464000.0,Pengeluaran,Cash,SBY,Berhasil,Android 12,
3/16/2023,9:18,pajak motor,Lain-lain,335000.0,Pengeluaran,Cash,Online,Berhasil,Windows Web,
6/3/2024,9:09,google one,Tagihan,571000.0,Pengeluaran,QRIS,Tangerang,Berhasil,Android 13,
3/30/2024,6:40,Ongkos Tambal Ban,Transportasi,131000.0,Pengeluaran,OVO,Bandung,Berhasil,iOS 17,
11/3/2023,14:15,bli sepatu futsal,Kesehatan,298000.0,Pengeluaran,Gopay,Surabaya,Gagal,iOS 17,
5/20/2023,20:51,Ongkos Tiket Mrt,Transportasi,,Pengeluaran,CASH,Bandung,Berhasil,iOS 16,
10/5/2023,19:16,Freelance Web,Pendapatan,859000.0,Pemasukan,OVO,,Berhasil,iOS 17,
3/24/2024,14:49,parkir liar,Lain-lain,459000.0,Pengeluaran,ovo,tangsel,Berhasil,Windows Web,
1/30/2024,13:06,Ongkos Tiket Mrt,Transportasi,102000.0,Pengeluaran,GOPAY,,Gagal,Android 13,
14/03/2023,22:35,konser musik,Hiburan,405000.0,Pengeluaran,Cash,Bdg,Gagal,Android 12,
5/11/2023,12:25,sewa minisoccer,Kesehatan,-181000.0,Pengeluaran,Mandiri,,Gagal,iOS 17,
2/8/2024,17:12,MIXUE,,205000.0,Pengeluaran,Gopay,Jakarta,Berhasil,iOS 17,
6/30/2023,16:47,main biliar,Hiburan,478000.0,Pengeluaran,qris,jkt,Berhasil,Windows Web,
3/20/2024,17:48,perbaikan kamar mandi,Tempat Tinggal,2703000.0,Pengeluaran,GOPAY,,Berhasil,Android 13,
3/11/2023,13:40,tol jakarta,,,Pengeluaran,ovo,tangsel,Berhasil,Android 13,
11/5/2023,4:34,vitamin d,,251000.0,Pengeluaran,CASH,Online,Pending,Android 12,kembalian ambil aja
28/01/2023,18:16,ongkir j&t,Lain-lain,339000.0,Pengeluaran,Cash,,Berhasil,Android 13,segera proses ya
4/8/2023,22:33,Karaoke,Hiburan,451000.0,Pengeluaran,GOPAY,Bandung,Berhasil,iOS 17,
8/24/2023,2:51,ichiban sushi,Konsumsi,246000.0,Pengeluaran,qris,Jakarta,Berhasil,Windows Web,
2/19/2024,23:09,belanja di alfamart,Belanja,1044000.0,Pengeluaran,QRIS,,Berhasil,Android 12,ukuran XL
20/01/2023,3:38,ShopeeFood Sop Buntut,Konsumsi,190000.0,Pengeluaran,BCA Virtual Account,SBY,Berhasil,iOS 17,
4/18/2024,15:49,KONSER MUSIK,Hiburan,103000.0,Pengeluaran,qris,jkt,Berhasil,iOS 17,
7/27/2023,16:53,CASHBACK TOKOPEDIA,Pendapatan,,Pemasukan,Mandiri,tangsel,Gagal,iOS 16,
5/27/2023,1:08,Investasi Saham Bbri,Investasi,4482000.0,Pengeluaran,Cash,,Berhasil,Android 13,
5/11/2024,2:19,Ongkos Ojol Goride Ke Apotek,Transportasi,212000.0,Pengeluaran,QRIS,tangsel,Gagal,Windows Web,
2/23/2023,11:39,Jual Barang Bekas,Pendapatan,8791000.0,Pemasukan,QRIS,Surabaya,Berhasil,iOS 17,
1/24/2023,2:04,kapas,Kesehatan,119000.0,Pengeluaran,CASH,,Berhasil,Windows Web,
4/15/2023,9:01,laundry kiloan,Tempat Tinggal,623000.0,Pengeluaran,qris,Jakarta,Berhasil,Windows Web,
1/28/2023,6:39,Fotocopy,Lain-lain,111000.0,Pengeluaran,BCA Virtual Account,,Pending,Windows Web,
3/24/2023,14:21,tarik tunai,Lain-lain,161000.0,Pengeluaran,OVO,SBY,Berhasil,Windows Web,
8/2/2023,5:17,BELI TOKEN KOS,Tempat Tinggal,2550000.0,Pengeluaran,OVO,,Berhasil,Windows Web,
2/11/2023,14:07,Biaya Tiket Lrt,Transportasi,159000000.0,Pengeluaran,Mandiri,JAKARTA,Gagal,Android 13,jangan pedes
1/1/2024,1:44,makan family mart,Konsumsi,,Pengeluaran,QRIS,JAKARTA,Berhasil,Android 13,
5/30/2023,9:14,Main Biliar,Hiburan,172000.0,Pengeluaran,OVO,jkt,Berhasil,iOS 17,
9/11/2023,10:59,sewa kontrakan,Tempat Tinggal,743000.0,Pengeluaran,QRIS,Jakarta,Pending,Windows Web,
14/04/2023,9:21,Kasih Tukang Parkir,Lain-lain,131000.0,Pengeluaran,ovo,,Gagal,Windows Web,
10/2/2023,21:42,gaji part time,Pendapatan,8997000.0,Pemasukan,BCA Virtual Account,,Berhasil,Android 13,
12/28/2023,9:38,bli celana chino,Belanja,1307000.0,Pengeluaran,ovo,,Berhasil,iOS 17,
7/4/2024,22:50,mixue,,193000.0,Pengeluaran,ovo,,Berhasil,Windows Web,
2/3/2024,11:38,Pendanaan Modalku,Investasi,1505000.0,Pengeluaran,Mandiri,,Berhasil,Android 13,
7/18/2023,8:35,Isi Saldo Flazz,Transportasi,36000.0,Pengeluaran,Mandiri,,Berhasil,iOS 17,
1/7/2024,2:57,MAKAN MAKO,,114000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Windows Web,
1/9/2024,13:48,Skeling Gigi,Kesehatan,,Pengeluaran,qris,Bandung,Berhasil,iOS 16,
1/4/2024,23:57,Nyicil Kaos Oversize,,1113000.0,Pengeluaran,CASH,,Gagal,iOS 17,
4/6/2023,9:20,Biaya Bengkel: Ganti Oli,Transportasi,209000.0,Pengeluaran,QRIS,,Berhasil,Android 12,
5/5/2024,9:33,photobox,Hiburan,317000.0,Pengeluaran,CASH,,Berhasil,iOS 17,
7/6/2023,6:36,kaos oversize,Belanja,49000.0,Pengeluaran,QRIS,Jakarta,Berhasil,iOS 16,
2/24/2023,17:00,bli token kos,Tempat Tinggal,2036000000.0,Pengeluaran,Cash,jkt,Berhasil,Android 13,
3/29/2024,21:04,Investasi Bli Reksadana Obligasi,Investasi,-3658000.0,Pengeluaran,GOPAY,Surabaya,Berhasil,Android 12,
6/16/2023,19:42,tarik tunai,Lain-lain,,Pengeluaran,Cash,Surabaya,Gagal,Windows Web,
11/3/2024,1:20,google one,Tagihan,553000.0,Pengeluaran,qris,,Berhasil,Android 13,
4/13/2024,6:53,karaoke,Hiburan,132000.0,Pengeluaran,GOPAY,jkt,Berhasil,Android 12,kembalian ambil aja
5/16/2023,22:56,Alokasi Investasi Stockbit,Investasi,1250000.0,Pengeluaran,QRIS,SBY,Berhasil,Android 12,
10/1/2023,11:34,thr,Pendapatan,3252000.0,Pemasukan,CASH,tangsel,Berhasil,iOS 16,
5/4/2024,3:31,CICILAN MOTOR,Tagihan,152000.0,Pengeluaran,CASH,Depok,Berhasil,Windows Web,
2/6/2023,10:41,bensin v-power,,71000.0,Pengeluaran,qris,Tangerang,Berhasil,Android 13,
4/7/2023,14:48,Ongkos Cuci Mobil,Transportasi,227000.0,Pengeluaran,ovo,,Berhasil,Android 12,
3/17/2023,23:13,token listrik,Tagihan,,Pengeluaran,CASH,Bdg,Berhasil,Android 13,
11/21/2023,5:15,Patungan Beli Kado,Lain-lain,253000.0,Pengeluaran,qris,,Berhasil,iOS 17,
9/13/2023,6:56,face wash,Belanja,680000.0,Pengeluaran,Gopay,,Berhasil,iOS 17,segera proses ya
8/7/2023,16:25,GOFOOD LAWSON,,206000.0,Pengeluaran,Cash,Online,Berhasil,Android 12,
8/10/2023,15:15,konser musik,Hiburan,248000.0,Pengeluaran,qris,Bandung,Berhasil,Android 13,ukuran XL
3/25/2024,4:36,Ongkos Cuci Mobil,Transportasi,73000.0,Pengeluaran,Cash,,Berhasil,iOS 17,warna hitam
3/12/2023,10:13,Baterai,Belanja,97000.0,Pengeluaran,qris,tangsel,Berhasil,Android 12,
11/15/2023,14:47,dokter gigi,,,Pengeluaran,qris,Bdg,Berhasil,iOS 17,
9/27/2023,1:03,Pendanaan Tanamduit,Investasi,4015000.0,Pengeluaran,Cash,JAKARTA,Pending,iOS 16,segera proses ya
3/15/2024,5:26,nyicil snack,,528000.0,Pengeluaran,Gopay,SBY,Gagal,iOS 17,
6/26/2023,1:35,shopeefood d'cost,,142000.0,Pengeluaran,CASH,jkt,Berhasil,Android 13,
10/17/2023,5:15,Ongkos Cuci Motor,Transportasi,149000.0,Pengeluaran,Cash,Bandung,Berhasil,Android 12,
2/11/2023,13:08,Bayar Tol Cipularang,Transportasi,-145000.0,Pengeluaran,Gopay,Jakarta,Berhasil,iOS 17,
8/7/2023,22:45,Tagihan Tol Cipularang,Transportasi,,Pengeluaran,QRIS,Online,Gagal,Android 13,
23/03/2024,7:10,Voucher Game,Hiburan,180000.0,Pengeluaran,qris,jkt,Berhasil,Windows Web,warna hitam
18/01/2024,7:38,checkout tiktok shop,Belanja,461000.0,Pengeluaran,CASH,Online,Berhasil,Android 13,
5/4/2023,9:46,laundry sepatu,,545000.0,Pengeluaran,BCA Virtual Account,Surabaya,Berhasil,Android 12,
21/02/2024,21:15,Nabung Saham Bmri,Investasi,1253000.0,Pengeluaran,Cash,,Berhasil,Android 12,
21/02/2024,13:15,shopeefood mcd,Konsumsi,140000.0,Pengeluaran,GOPAY,Depok,Berhasil,iOS 17,
3/27/2023,6:22,vitamin d,Kesehatan,178000.0,Pengeluaran,Gopay,jkt,Berhasil,Windows Web,segera proses ya
4/4/2024,4:04,Ongkos Tambal Ban,Transportasi,249000.0,Pengeluaran,OVO,,Berhasil,Android 13,
9/5/2023,15:46,bli makaroni ngehe,,121000.0,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,iOS 17,
30/09/2023,11:21,main biliar,Hiburan,415000.0,Pengeluaran,QRIS,Online,Berhasil,iOS 16,
7/26/2023,7:22,minyak telon,Kesehatan,331000.0,Pengeluaran,OVO,,Berhasil,iOS 16,
1/23/2023,4:25,KARAOKE,,443000000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Android 12,
6/13/2023,14:11,Beli Saham Bli Reksadana,Investasi,3865000.0,Pengeluaran,qris,Tangerang,Gagal,Windows Web,
26/08/2023,12:11,gacoan,Konsumsi,241000.0,Pengeluaran,Mandiri,Depok,Berhasil,Android 13,
3/16/2023,15:07,photobox,Hiburan,,Pengeluaran,Gopay,Online,Gagal,Android 12,
3/21/2023,9:52,roti tawar,Belanja,461000.0,Pengeluaran,ovo,Tangerang,Gagal,iOS 17,
3/10/2024,14:12,grabfood mie tarik,Konsumsi,100000.0,Pengeluaran,Mandiri,Jakarta,Gagal,Android 13,
8/6/2023,5:49,PHOTOBOX,Hiburan,111000.0,Pengeluaran,GOPAY,SBY,Berhasil,iOS 16,ukuran XL
8/16/2023,20:05,Sate Madura,Konsumsi,,Pengeluaran,Mandiri,,Berhasil,Android 12,segera proses ya
7/13/2023,8:08,Alokasi Investasi Deposito,Investasi,,Pengeluaran,BCA Virtual Account,tangsel,Berhasil,Android 13,
14/10/2023,4:42,Laundry Kiloan,,1204000.0,Pengeluaran,BCA Virtual Account,Online,Berhasil,iOS 17,
2/22/2024,22:01,karaoke,Hiburan,487000.0,Pengeluaran,OVO,,Berhasil,Windows Web,kembalian ambil aja
1/20/2023,18:06,NONTON BIOSKOP,Hiburan,,Pengeluaran,GOPAY,Bdg,Berhasil,iOS 17,
10/21/2023,6:24,cicilan motor,,,Pengeluaran,GOPAY,,Berhasil,Android 12,
10/3/2024,16:40,Tambal Ban,,,Pengeluaran,ovo,Jakarta,Gagal,Android 13,
10/5/2023,17:42,gofood burjo,Konsumsi,,Pengeluaran,qris,Online,Pending,iOS 16,
11/16/2023,4:26,grabfood nasi uduk kebon kacang,Konsumsi,27000.0,Pengeluaran,CASH,,Berhasil,Windows Web,
4/26/2024,23:50,KARAOKE,Hiburan,392000.0,Pengeluaran,ovo,Bandung,Berhasil,iOS 16,
4/17/2024,6:50,Topup E-Toll Untuk Tol Jakarta,Transportasi,147000.0,Pengeluaran,OVO,,Berhasil,Windows Web,jangan pedes
1/22/2024,14:21,nyicil panci,Belanja,1421000.0,Pengeluaran,OVO,jkt,Berhasil,iOS 16,
3/14/2024,1:20,Nabung Saham Tlkm,Investasi,212000.0,Pengeluaran,qris,Bdg,Berhasil,Android 12,
17/03/2023,13:56,Gaji Bulanan,,5630000000.0,Pemasukan,Mandiri,,Berhasil,Windows Web,
3/28/2024,1:04,sewa lapangan basket,Kesehatan,212000.0,Pengeluaran,OVO,,Pending,Windows Web,
16/02/2023,18:05,Grabfood Mako,Konsumsi,61000.0,Pengeluaran,ovo,tangsel,Pending,Windows Web,warna hitam
1/9/2023,12:56,BOBA,Konsumsi,40000.0,Pengeluaran,OVO,Online,Berhasil,iOS 16,
2/24/2023,17:11,Pengeluaran Tiket Krl,Transportasi,115000.0,Pengeluaran,Gopay,Bdg,Berhasil,iOS 17,
5/16/2023,4:52,topup gopay,,75000.0,Pengeluaran,CASH,,Berhasil,iOS 17,
12/20/2023,17:41,BPJS KESEHATAN,Kesehatan,82000.0,Pengeluaran,Cash,Depok,Berhasil,iOS 16,jangan pedes
1/14/2023,20:03,Perawatan: Servis Motor,Transportasi,204000.0,Pengeluaran,GOPAY,Jakarta,Berhasil,Windows Web,
11/28/2023,9:45,nongkrong di d'cost,Konsumsi,121000.0,Pengeluaran,ovo,Bdg,Berhasil,Android 13,
25/02/2023,5:07,Paket Data XL,Tagihan,,Pengeluaran,GOPAY,Tangerang,Gagal,Android 12,
6/25/2023,13:57,bli nasi campur,Konsumsi,74000.0,Pengeluaran,Mandiri,Jakarta,Berhasil,iOS 17,
2/5/2024,11:31,belanja di tiptop,Belanja,1231000.0,Pengeluaran,GOPAY,,Berhasil,Android 13,
8/25/2023,21:02,Tagihan PDAM,,716000.0,Pengeluaran,ovo,JAKARTA,Berhasil,Android 12,
8/30/2023,17:51,Admin BNI,,186000.0,Pengeluaran,BCA Virtual Account,,Gagal,Windows Web,
1/25/2023,3:00,Saham BBNI,,4665000.0,Pengeluaran,OVO,Bandung,Berhasil,Android 13,kembalian ambil aja
29/09/2023,23:09,paket data telkomsel,Tagihan,694000.0,Pengeluaran,GOPAY,Depok,Pending,Windows Web,
3/17/2024,23:30,CELANA CHINO,Belanja,1302000.0,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,Android 12,
9/1/2024,7:47,tagihan pdam,Tagihan,804000.0,Pengeluaran,Mandiri,SBY,Berhasil,Android 13,
31/05/2023,5:09,SUMBANGAN PENGAMEN,Lain-lain,342000.0,Pengeluaran,ovo,Jakarta,Gagal,Android 12,jangan pedes
9/12/2023,13:53,ayam bakar,Konsumsi,125000.0,Pengeluaran,OVO,Surabaya,Berhasil,Android 13,
12/10/2023,1:26,isi e-money,,-135000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
1/26/2023,18:31,Beli Pembersih Wajah,Belanja,795000.0,Pengeluaran,qris,Jakarta,Berhasil,Android 12,
7/11/2023,18:29,Ongkos Servis Motor,Transportasi,228000.0,Pengeluaran,OVO,Bandung,Berhasil,Windows Web,
4/20/2024,18:29,gofood soto lamongan,Konsumsi,,Pengeluaran,Cash,Bandung,Berhasil,Android 12,
7/23/2023,2:52,Pulsa Telkomsel,Tagihan,435000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,
2/19/2023,15:08,gado-gado,Konsumsi,165000.0,Pengeluaran,Cash,Depok,Berhasil,iOS 16,
4/26/2023,3:05,shopeefood hokben,,150000.0,Pengeluaran,Mandiri,Depok,Berhasil,Android 13,
10/9/2023,15:15,sabun mandi,Belanja,,Pengeluaran,BCA Virtual Account,SBY,Berhasil,Android 13,
8/12/2023,0:56,Cashback,Pendapatan,2476000.0,Pemasukan,QRIS,,Berhasil,Windows Web,
8/22/2023,16:50,ongkir grabexpress,Lain-lain,55000.0,Pengeluaran,ovo,,Berhasil,Android 13,
3/21/2023,18:15,parfum,Belanja,857000.0,Pengeluaran,Cash,Online,Berhasil,Android 13,
6/24/2023,8:29,topup roblox,,434000.0,Pengeluaran,Gopay,,Berhasil,Android 12,
27/03/2023,0:14,grabfood d'cost,Konsumsi,113000.0,Pengeluaran,Cash,Depok,Berhasil,Android 13,
17/04/2023,11:05,nasi goreng,Konsumsi,148000.0,Pengeluaran,CASH,,Berhasil,Android 13,
7/10/2023,21:35,jajan nasi campur,Konsumsi,121000.0,Pengeluaran,CASH,Tangerang,Pending,Android 13,
14/01/2024,11:41,uang jajan,Pendapatan,4706000.0,Pemasukan,Gopay,Surabaya,Berhasil,iOS 16,segera proses ya
5/9/2023,14:55,nyicil earphone,Belanja,537000.0,Pengeluaran,QRIS,Bdg,Berhasil,Android 12,
8/20/2023,5:59,sewa lapangan tenis,,31000.0,Pengeluaran,ovo,,Berhasil,iOS 16,
4/10/2023,17:45,Nyicil Sikat Gigi,Belanja,449000.0,Pengeluaran,QRIS,Tangerang,Berhasil,Android 12,
9/13/2023,10:19,shopeefood point coffee,Konsumsi,172000.0,Pengeluaran,GOPAY,Bandung,Berhasil,Windows Web,kembalian ambil aja
6/18/2023,9:46,ONGKIR SICEPAT,Lain-lain,481000.0,Pengeluaran,GOPAY,tangsel,Berhasil,iOS 17,
6/20/2023,11:51,Biaya Tiket Lrt,Transportasi,,Pengeluaran,BCA Virtual Account,,Pending,Windows Web,kembalian ambil aja
10/15/2023,10:52,GOFOOD SATE MADURA,Konsumsi,161000.0,Pengeluaran,QRIS,,Gagal,Android 12,
3/21/2024,13:40,Indodax,,4624000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,
16/04/2024,6:23,Investasi Crypto Pintu,Investasi,4365000.0,Pengeluaran,Gopay,,Berhasil,Windows Web,
5/6/2024,11:33,Topup E-Toll Untuk Tol Cipularang,Transportasi,134000.0,Pengeluaran,Gopay,jkt,Berhasil,iOS 17,
4/20/2024,21:42,Investasi Di Bareksa,Investasi,2948000.0,Pengeluaran,Gopay,JAKARTA,Pending,Windows Web,
21/03/2024,21:41,Topup Kartu E-Money,Transportasi,12000.0,Pengeluaran,Gopay,Depok,Berhasil,Windows Web,
10/15/2023,22:36,UANG SAMPAH KOS,,1449000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,
7/1/2023,21:22,langganan wetv,,135000.0,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,Windows Web,
9/26/2023,11:45,Transferan Ortu,,525000.0,Pemasukan,QRIS,,Berhasil,Windows Web,
6/10/2023,19:47,Topup Portofolio Modalku,Investasi,1011000.0,Pengeluaran,Gopay,jkt,Berhasil,iOS 16,kembalian ambil aja
2/11/2024,4:58,tagihan pdam,Tagihan,946000.0,Pengeluaran,CASH,Jakarta,Berhasil,iOS 17,
2/27/2024,7:43,patungan,,,Pengeluaran,Gopay,jkt,Berhasil,iOS 16,
3/11/2024,14:11,saham bbca,,,Pengeluaran,Cash,Bandung,Berhasil,Android 12,
6/11/2023,3:33,ongkir paxel,Lain-lain,326000.0,Pengeluaran,qris,Jakarta,Berhasil,iOS 17,kembalian ambil aja
2/4/2023,17:39,Gofood Imperial Kitchen,Konsumsi,,Pengeluaran,OVO,,Berhasil,Android 12,
9/18/2023,12:56,untung trading,Pendapatan,7391000.0,Pemasukan,qris,Bdg,Berhasil,Windows Web,
12/6/2023,11:31,pre-workout,Kesehatan,228000.0,Pengeluaran,QRIS,SBY,Gagal,iOS 17,
6/20/2023,0:22,Jilid Skripsi,,,Pengeluaran,Cash,tangsel,Pending,Android 13,
1/30/2024,0:11,Nasi Uduk,Konsumsi,121000.0,Pengeluaran,Mandiri,Depok,Berhasil,iOS 16,titip satpam
2/14/2024,6:51,Topup Dana,,17000.0,Pengeluaran,Cash,JAKARTA,Gagal,iOS 17,warna hitam
11/30/2023,7:14,Ongkos Ojol Grab Dari Kantor,Transportasi,111000.0,Pengeluaran,qris,,Berhasil,iOS 16,
