tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user,Nama Toko,Lokasi Toko,Terjual,Jumlah Ulasan,Rating,Diskon (%),Produk URL,id,review,rating,createdAt,lastComment,qtyItem,orderedAt,tagsData,replayComment,timeReplayComment
,,Tadi pesen Dada/Paha Atas Geprek,Konsumsi,143000.0,Pengeluaran,,,,,,,,,,,,,94f5351b-321b-4a40-8ce8-fb13537208cf,saya pesan tempe kok di kasih tahu lain kali lebih teliti!!,3.0,2023-11-11T18:12:12.9354+07:00,,2.0,2023-11-11T10:46:27.321234Z,,,
12/25/2024,15:34,Bayar Tolak Angin Cair 5 Sachet,Kesehatan,-91115.0,Pengeluaran,GOPAY,Online,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
2/4/2024,16:15,Pre-Order Jas Hujan Axio,Belanja,-1166000.0,Pengeluaran,CASH,tangsel,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Order [2 TB] SanDisk Extreme,Belanja,3848500.0,,,,,,,Digital Living Tokopedia,Jakarta,70+ terjual,70 ulasan,4.9,0.0,https://www.tokopedia.com/search?q=SanDisk+Extreme+Portable+SSD+V2+2TB,,,,,,,,,,
1/18/2021,13:08,Topup Portofolio Saham Goto Bluechip Target 1 Miliar Pensiun,Investasi,1982314.0,Pengeluaran,QRIS,Bogor,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,order pupuk sampurna d daun,Investasi,8500.0,,,,,,,Terpal Mardi Sembodo,Kab. Bojonegoro,3 rb+ terjual,206 ulasan,4.8,1.0,https://www.tokopedia.com/terpalmardisembodo/pupuk-sampurna-d-daun-sampurna-b-buah-500-gram-asli-100-kemasan-pabrik,,,,,,,,,,
,,lagi pengen 40 butir,Konsumsi,90000.0,Pengeluaran,,,,,,,,,,,,,fb0053f2-42bd-4433-b308-09b37069a292,ayam geprek nya keasinan hehe,4.0,2022-09-25T13:14:50.694471+07:00,"{'id': '6cd0e5ec-7ad2-4261-b0e1-9448e763b841', 'text': 'duh,, maaf ya kak, next bisa order sambal selain bawang, krn sambal bawang sedikit lebih asin agar mencegah bau cabe tidak menusuk hidung', 'createdAt': '2022-10-12T14:49:39.068989321+07:00', 'author': {'fullName': 'jeny', 'isMerchant': True}}",2.0,2022-09-25T05:16:32.0458Z,,"duh,, maaf ya kak, next bisa order sambal selain bawang, krn sambal bawang sedikit lebih asin agar mencegah bau cabe tidak menusuk hidung",2022-10-12T14:49:39.068989321+07:00
,,paket java jatinangor kang asep di pinggir jalan,Konsumsi,19000.0,Pengeluaran,,,,,,,,,,,,,035cae88-b8de-4c4e-a5ff-17a973c9831d,"ayamnya enak, nasi bagus & kopinya dingin sesuai manisnya jg 👍",5.0,2023-03-01T09:11:23.474779+07:00,,2.0,2023-02-28T06:32:47.453971Z,CANNED_RESPONSE_CUTLERY CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_PORTION CANNED_RESPONSE_TASTE CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_VALUE CANNED_RESPONSE_FRESHNESS,,
2/11/2023,4:18,Biaya Nongkrong Warkop Sampe Pagi Dan Karokean Inul Vizta 2 Jam,Hiburan,289000.0,Pengeluaran,qris,SBY,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
3/4/2022,06:51,Cair Uang Jual Akun Ml Mythic,Pendapatan,1123305.0,Pemasukan,OVO,Online,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,grabfood huhah hemat geprek di pasar,Konsumsi,118000.0,Pengeluaran,,,,,,,,,,,,,8e67a63d-11d1-455c-958b-e63ffacc0928,enak banget rasanya ,5.0,2021-10-15T22:13:40.870856+07:00,,1.0,2021-10-15T14:31:21.223133Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE,,
5/18/2021,09:11,Ongkir Anteraja Same Day Darurat Gak Ada Pilihan,Lain-lain,3689.0,Pengeluaran,OVO,Surabaya,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,Bungkus Duo Hemat Lebih di kantin,Konsumsi,19000.0,Pengeluaran,,,,,,,,,,,,,390a3759-72f9-4e51-a744-eb0fc8978609,"PESANAN YANG DITERIMA KURANG LENGKAP, TIDAK SESUAI PESANAN MASIH KURANG 1",3.0,2022-08-28T20:14:31.762189+07:00,,3.0,2022-08-28T12:22:11.296741Z,,,
29/05/2023,11:07,Topup Portofolio Kripto Indodax Koin Solana,Investasi,3459000.0,Pengeluaran,qris,jkt,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,Checkout Sweater Rajut Wanita Beril,Belanja,65000.0,,,,,,,Hazeera Kids,Kota Bandung,9 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/hazeerakids/sweater-rajut-wanita-beril,,,,,,,,,,
5/23/2024,10:55,"Udah Potong Pajak, Honor Uang Angpao Imlek",Pendapatan,115536.0,Pemasukan,GOPAY,Bogor,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
8/10/2023,06:13,Topup Chatgpt Plus Ai,Hiburan,98661.0,Pengeluaran,Dana,Bandung,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
9/10/2021,14:27,Sewa Youtube Premium No Iklan Satu Bulan Full,Hiburan,55332.0,Pengeluaran,ShopeePay,Bekasi,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
8/17/2023,17:12,Cair Uang Profit Jual Crypto,Pendapatan,,Pemasukan,BCA Virtual Account,Surabaya,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,Order Paket Alat Bengkel Lengkap,Belanja,1102500.0,,,,,,,Toko Alat Bengkel,Kota Depok,3 terjual,3 ulasan,5.0,23.0,https://www.tokopedia.com/find/paket-alat-bengkel,,,,,,,,,,
3/17/2023,19:16,Sikat Basreng Pedas Jeruk Lagi Ngidam Tiba-Tiba,Konsumsi,180000.0,Pengeluaran,BCA Virtual Account,jkt,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
1/15/2024,06:10,Pemasukan Dari Bagi Hasil Bisnis Temen,Pendapatan,73901.0,Pemasukan,ShopeePay,Bogor,Berhasil,iOS 16,buat laporan,,,,,,,,,,,,,,,,,
,,Beli PROMO OBRAL Olike,Transportasi,16500.0,,,,,,,Olike Surabaya Official,Surabaya,1 terjual,1 ulasan,5.0,0.0,https://www.tokopedia.com/olike/promo-obral-olike-headset-e30s,,,,,,,,,,
5/5/2024,10:29,Nyicil Skincare Skintific Ceramide Lagi Dekat Rumah Banget,Belanja,182000000.0,Pengeluaran,Cash,,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
,,Checkout MINYAK GORENG ROSE,Belanja,22500.0,,,,,,,KUCEN MART,Kota Administrasi Jakarta Barat,3rb+ terjual,100+ ulasan,4.8,0.0,https://www.tokopedia.com/kucenmart,,,,,,,,,,
3/27/2022,22:19,Tagihan Kredit Motor Beat Karena Awal Bulan Banget,Tagihan,10328300.0,Pengeluaran,OVO,Online,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,checkout misso jp1878 clips,Belanja,512.0,,,,,,,Misso Official,Kab. Tangerang,750+ terjual,5636 ulasan,4.3,0.0,https://www.tokopedia.com/misso-official/misso-jp1878-clips-hiasan-kepala-jepitan-rambut-bintang,,,,,,,,,,
11/14/2021,15:41,Travel Baraya Jakarta Bandung Pas Hujan Deres,Transportasi,9311.0,Pengeluaran,OVO,Bandung,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
12/12/2023,15:54,Keperluan Uang Kas Karang Taruna Komplek Gegara Bulan Ini Aman,Tempat Tinggal,2849000.0,Pengeluaran,Mandiri,tangsel,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
8/10/2024,23:20,Nabung Saham Bbca Bank Bca Buat Target 1 Miliar Pensiun,Investasi,82696.0,Pengeluaran,Transfer Bank,Tangerang,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
,,order seis wilona sandal flatform,Belanja,174000.0,,,,,,,Seis_NEW,Kota Bandung,2 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/seis-new/seis-wilona-sandal-flatform,,,,,,,,,,
5/5/2022,17:10,"Buat Push Rank Epic, Langganan Karokean Inul Vizta 2 Jam",Hiburan,115335.0,Pengeluaran,QRIS,Online,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
4/21/2023,11:21,Patungan Ember Cucian Baru,Tempat Tinggal,,Pengeluaran,Mandiri,,Gagal,Android 13,titip satpam,,,,,,,,,,,,,,,,,
3/5/2023,14:01,Travel Baraya Jakarta Bandung Lagi Macet Parah,Transportasi,12195.0,Pengeluaran,LinkAja,Surabaya,Pending,Android 14,pake promo,,,,,,,,,,,,,,,,,
,,checkout rose all day,Belanja,55000.0,,,,,,,Dejustip,Surabaya,80+ terjual,1 ulasan,5.0,50.0,https://www.tokopedia.com/dejustip/rose-all-day-mascara-thunder-lash-volumizing-8g,,,,,,,,,,
,,Checkout NATURAL BATU AKIK,Transportasi,82500.0,,,,,,,Gems Bogor,Bogor,1 terjual,1 ulasan,1.0,0.0,https://www.tokopedia.com/find/batu-kecubung-tanah,,,,,,,,,,
11/28/2023,16:26,Pengeluaran Uang Kas Kelas Bendahara,Lain-lain,446000.0,Pengeluaran,qris,,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,jiemei keset pvc mie,Konsumsi,26500.0,,,,,,,Jiemei Official,Indonesia,100+ terjual,100 ulasan,5.0,34.0,https://www.tokopedia.com/jiemei/jiemei-keset-pvc-mie-bihun-keset-40x60-printing-motif,,,,,,,,,,
,,wardah moisturizer gel 30,Kesehatan,116620.0,,,,,,,Be Beautycare,Jakarta,30+ terjual,0 ulasan,5.0,2.0,https://www.tokopedia.com/bebeautycare/wardah-moisturizer-gel-30-gr-calm-soothe-vitamin-c-hyaluron,,,,,,,,,,
12/29/2024,16:45,Gojek Goride Lagi Macet Parah,Transportasi,26084.0,Pengeluaran,Cash,Depok,Gagal,Android 12,,,,,,,,,,,,,,,,,,
1/4/2024,18:40,Topup Pulsa Telkomsel Kaget Telat Sehari Kena Denda,Tagihan,129000.0,Pengeluaran,ovo,,Berhasil,Android 13,kembalian ambil aja,,,,,,,,,,,,,,,,,
,,Beli Kaos persib viking murah,Belanja,71777.0,,,,,,,Bobotoh Store,Kab. Bandung,3 terjual,0 ulasan,5.0,5.0,https://www.tokopedia.com/find/kaos-persib-original,,,,,,,,,,
5/5/2023,0:42,Beli Bensin Servis Motor Rutin Pas Hujan Deres,Transportasi,137000.0,Pengeluaran,OVO,Depok,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
9/27/2023,22:59,Kredivo Limit Baru Berat Tapi Wajib,Tagihan,317000.0,Pengeluaran,ovo,JAKARTA,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
9/1/2023,10:29,Honor Jual Buku Bekas Kuliah,Pendapatan,3461304.0,Pemasukan,Transfer Bank,Online,Pending,Android 14,pake promo,,,,,,,,,,,,,,,,,
,,Beli SORBAN ARIFAT HIJAU,Transportasi,58000.0,,,,,,,Dates Garden Shop_new,Surabaya,30+ terjual,12 ulasan,5.0,0.0,https://www.tokopedia.com/datesgardenshop-new/sorban-arifat-hijau-kashmiri-panjang,,,,,,,,,,
5/31/2023,1:36,Kripto Indodax Koin Solana Gak Dilihat-Lihat Lagi,Investasi,4277000.0,Pengeluaran,GOPAY,JAKARTA,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
,,Order Speaker PC Laptop/Speaker Audio,Belanja,75000.0,,,,,,,Audio Surround Shop,Kota Administrasi Jakarta Barat,750+ terjual,750+ ulasan,4.7,40.0,https://www.tokopedia.com/audiosurround/speaker-pc-laptop-audio-surround-soundbar-usb-plug,,,,,,,,,,
4/26/2024,06:56,Periksa Dokter Gigi Cabut Gigi Pegel-Pegel Abis Olahraga,Kesehatan,6444.0,Pengeluaran,OVO,Surabaya,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
4/10/2024,13:23,Dapet Rezeki Jualan Seblak Online,Pendapatan,1408000.0,Pemasukan,Gopay,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Beli Hiboo Mochi Glow,Kesehatan,68500.0,,,,,,,Hiboo Baby Official,Jakarta,1rb+ terjual,200 ulasan,5.0,0.0,https://www.tokopedia.com/hiboo/hiboo-mochi-glow-face-body-serum,,,,,,,,,,
,,nasi kuning bu rina di shopeefood,Konsumsi,41000.0,Pengeluaran,,,,,,,,,,,,,a4ebeefa-3340-4dbb-a465-fd04de961e1a,"terjangkau, kenyang & masuk akal",5.0,2023-11-13T10:26:03.92522+07:00,,2.0,2023-11-13T02:34:15.324539Z,,,
10/2/2024,3:03,Langganan Karokean Inul Vizta 2 Jam Gegara Buat Malam Minggu,Hiburan,351000.0,Pengeluaran,qris,Tangerang,Gagal,Android 12,,,,,,,,,,,,,,,,,,
3/20/2022,09:23,Ngelunasin Akulaku Cicilan Hp,Tagihan,91210.0,Pengeluaran,ShopeePay,Bandung,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,HMNS Perfume -,Belanja,323000.0,,,,,,,HMNS Perfume Official Store,Jakarta Selatan,10rb+ terjual,1000+ ulasan,4.9,0.0,https://www.tokopedia.com/hmns/hmns-perfume-orgasm-100ml,,,,,,,,,,
,,Nge-grab Ayam Goreng Bungkus Pak Kumis,Konsumsi,132000.0,Pengeluaran,,,,,,,,,,,,,aa5aded4-32aa-4f21-919b-89700acd3f1b,"di menu, sayur bungkus termasuk nasi",1.0,2022-11-25T19:17:23.525502+07:00,,3.0,2022-11-25T11:57:57.306981Z,,,
10/24/2021,08:06,Isi Transjakarta Busway Dan Pertamax Turbo Shell,Transportasi,56494.0,Pengeluaran,GOPAY,Bogor,Berhasil,Android 14,buat laporan,,,,,,,,,,,,,,,,,
20/04/2023,0:30,Ganti Rugi Pecahin Gelas Semoga Berkah,Lain-lain,,Pengeluaran,Cash,jkt,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
8/4/2023,06:24,Konsul Urut Tradisional Keseleo Buat Jaga-Jaga Di Tas,Kesehatan,4708.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,Earphone Bluetooth Gamen Sirens,Belanja,259000.0,,,,,,,Gamen Official Denpasar,Denpasar,2 terjual,1 ulasan,5.0,0.0,https://www.tokopedia.com/gamendenpasar/earphone-bluetooth-gamen-sirens-evo-tws-gaming-lightweight,,,,,,,,,,
3/23/2023,17:38,Isi Lrt Jabodebek Cibubur Karena Kehujanan Basah Kuyup,Transportasi,248000.0,Pengeluaran,ovo,Depok,Berhasil,Android 12,kembalian ambil aja,,,,,,,,,,,,,,,,,
,,Nitip Giant Beef Triple di warung depan,Konsumsi,138000.0,Pengeluaran,,,,,,,,,,,,,903cba0d-0810-4734-930d-f91dc5fab688,"UDAH DIBILANGIN GAK USAH DIKASIH SAYUR MALAH DIKASIH DONGG, HADEHH DIBACA LAGI YANG DETAIL BESOK NOTE NYA WOEEEE !!!",1.0,2023-10-18T21:53:14.194779+07:00,,2.0,2023-10-18T14:02:52.381358Z,,,
5/22/2023,6:47,Kasih Denda Tilang Polisi Lalu Lintas Gegara Ikhlasin Aja Dah,Lain-lain,260000.0,Pengeluaran,OVO,tangsel,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Checkout Tabung Oksigen 1m3,Konsumsi,610000.0,,,,,,,CV. Rintis Usaha Bersama,Jakarta Selatan,2rb+ terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/rintisusaha/tabung-oksigen-1m3-lengkap,,,,,,,,,,
10/2/2023,17:03,Isi Flazz Bca Card Lagi Ke Mall Liat-Liat,Transportasi,76311.0,Pengeluaran,Cash,Bekasi,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
6/21/2023,19:01,Self Reward Beli Powerbank Robot 10000Mah Di Pasar Kaget,Belanja,1155000.0,Pengeluaran,qris,tangsel,Berhasil,iOS 17,segera proses ya,,,,,,,,,,,,,,,,,
,,order starlight jam dinding,Belanja,31340.0,,,,,,,Starlight Indonesia,Kab. Tangerang,100+ terjual,50+ ulasan,4.3,74.0,https://www.tokopedia.com/starlight/jam-dinding-hjd102,,,,,,,,,,
3/11/2023,16:20,Carter Parkir Motor Liar Pak Ogah Simpang,Transportasi,15590.0,Pengeluaran,QRIS,Tangerang,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
7/27/2021,18:28,Bayar Akulaku Cicilan Hp Via Mbanking Bca,Tagihan,-51089.0,Pengeluaran,Cash,Bekasi,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
12/25/2022,12:51,Cicil Wifi Indihome 30Mbps Bulan Ini Lunas,Tagihan,95261.0,Pengeluaran,LinkAja,Tangerang,Berhasil,iOS 16,buat laporan,,,,,,,,,,,,,,,,,
,,jajan paket nyoozz dada di pinggir jalan,Konsumsi,142000.0,Pengeluaran,,,,,,,,,,,,,54fea56c-28e6-4bb3-944f-706a2b244011,"order tidak sesuai,",1.0,2019-12-10T14:03:21.91+07:00,,1.0,2019-12-10T06:36:17.161871Z,,,
10/7/2023,6:27,"Dari Kosan Baru Bangun, Naik Travel Baraya Jakarta Bandung",Transportasi,106000.0,Pengeluaran,BCA Virtual Account,Surabaya,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
9/2/2023,14:56,Jajan Es Teh Kampul Solo Dan Cilor Maklor Depan Sd,Konsumsi,245000.0,Pengeluaran,QRIS,Depok,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
11/20/2023,2:15,Biaya Vidio Premier Liga Inggris Dan Netflix Premium 4K,Hiburan,197000.0,Pengeluaran,CASH,Tangerang,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
1/9/2024,14:56,Topup Nongkrong Warkop Sampe Pagi Dan Spotify Family Plan,Hiburan,,Pengeluaran,OVO,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Order GOLDEN BOY 60ML by,Transportasi,135000.0,,,,,,,MAJU LARIS GROSIR,Bekasi,0 terjual,0 ulasan,0.0,4.0,https://www.tokopedia.com/find/liquid-vape,,,,,,,,,,
3/24/2022,10:15,Bayar Tolak Angin Cair 5 Sachet Gegara Puskesmas Terdekat Aja,Kesehatan,13119.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
9/14/2023,06:58,Tiket Dufan Ancol Biar Gak Bosen Di Kosan,Hiburan,71680.0,Pengeluaran,Transfer Bank,Depok,Pending,Android 13,pake promo,,,,,,,,,,,,,,,,,
9/10/2023,4:37,Bayar Sampah Rt Bulanan,Tempat Tinggal,510000.0,Pengeluaran,qris,Tangerang,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,Beli White Clay Giotto 1000,Belanja,55000.0,,,,,,,Hobby Station Surabaya,Surabaya,10+ terjual,10 ulasan,5.0,0.0,https://www.tokopedia.com/hobbystationsub/white-clay-giotto-1000-clay-putih-untuk-kerajinan-dan-seni-diy,,,,,,,,,,
11/12/2023,15:19,Langganan Langganan Disney+ Hotstar Buat Kebutuhan Batin,Hiburan,165000.0,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
4/15/2024,14:59,Saham Goto Bluechip Lagi Turun Harga Diskon,Investasi,67294300.0,Pengeluaran,Transfer Bank,Depok,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
6/4/2024,6:12,Carter Servis Motor Rutin Ke Kampus Pagi,Transportasi,166000.0,Pengeluaran,qris,Bandung,Gagal,Android 12,,,,,,,,,,,,,,,,,,
,,Beli Digital Alliance DA25 RE200,Belanja,1790000.0,,,,,,,Tokopedia Seller Jambi,Jambi,3 terjual,11 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=Digital+Alliance+DA25+RE200+200Hz,,,,,,,,,,
,,Checkout [BACK TO SCHOOL],Belanja,188000.0,,,,,,,Octavia Shoes,Kab. Tangerang,2 terjual,1 ulasan,5.0,50.0,https://www.tokopedia.com/octaviashoes/back-to-school-octavia-sepatu-sekolah-hitam-classrunner-black-shoes-oc-7101,,,,,,,,,,
,,Checkout Kompor Gas Rinnai 1,Belanja,203000.0,,,,,,,Tokopedia,Jakarta Timur,250+ terjual,250 ulasan,4.9,0.0,https://www.tokopedia.com/search?q=Rinnai+RI-201S,,,,,,,,,,
2/3/2023,21:09,Pengeluaran Denda Tilang Polisi Lalu Lintas Pas Wajib Banget Dibayar,Lain-lain,2118.0,Pengeluaran,Cash,Depok,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Beli Boneka Sylvanian Families,Belanja,199900.0,,,,,,,Tokopedia Seller,Indonesia,0 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=Boneka+Sylvanian+Families+Baby+Shopping+Blind+Bag,,,,,,,,,,
1/22/2021,20:07,"Kebutuhan Batin, Beli Tiket Netflix Premium 4K",Hiburan,261836.0,Pengeluaran,OVO,Tangerang,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
12/4/2021,21:10,Beli Kripto Indodax Koin Solana,Investasi,63234.0,Pengeluaran,LinkAja,Depok,Pending,iOS 17,pake promo,,,,,,,,,,,,,,,,,
,,Order TELUR ASIN MATANG KHAS,Belanja,3999.0,,,,,,,Semarang Egg Store,Kota Semarang,7rb+ terjual,,4.8,17.0,https://www.tokopedia.com/search?st=product&q=telur+asin+matang+brebes+ecer,,,,,,,,,,
3/9/2024,11:30,Bungkus Kado Temen Ultah Relain Aja,Lain-lain,246000.0,Pengeluaran,qris,Bdg,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
2/22/2023,11:30,"Lagi Rusak Mendadak, Benerin Galon Le Minerale Asli",Tempat Tinggal,6944.0,Pengeluaran,OVO,Bandung,Berhasil,iOS 16,buat laporan,,,,,,,,,,,,,,,,,
,,kompor gas miyako,Belanja,162000.0,,,,,,,Grosir Perabot Bandung,Kota Bandung,500+ terjual,0 ulasan,4.9,2.0,https://www.tokopedia.com/search?q=Miyako+KG-201+C,,,,,,,,,,
,,tresnojoyo balsem telon,Belanja,12988.0,,,,,,,Apotek Lafinia by GoApotik,Jakarta,2 terjual,307 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=tresnojoyo+balsem+telon,,,,,,,,,,
8/27/2023,16:10,"Udah Habis Kosong, Beli Uang Kas Karang Taruna Komplek",Tempat Tinggal,1108000.0,Pengeluaran,Mandiri,Depok,Berhasil,Windows Web,kembalian ambil aja,,,,,,,,,,,,,,,,,
4/23/2024,8:30,"Bulan Depan Lunas Amin, Tagihan Air Pdam Bulanan",Tagihan,,Pengeluaran,Gopay,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
1/18/2023,19:59,Makan Siang Janji Jiwa Toast Dan Sate Taichan Senayan,Konsumsi,101000.0,Pengeluaran,ovo,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
3/16/2024,15:01,Transaksi Lainnya,,,Pemasukan,ovo,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
9/21/2023,18:35,Vaksin Obat Tetes Mata Insto,Kesehatan,,Pengeluaran,OVO,Tangerang,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
2/17/2023,12:17,Dapet Rezeki Nge-Mc Acara Kampus Karena Udah Potong Pajak,Pendapatan,5574000.0,Pemasukan,Mandiri,Bandung,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
6/5/2023,15:22,Cod Jas Hujan Axio Pas Tanggal Kembar 11.11,Belanja,,Pengeluaran,QRIS,Depok,Berhasil,iOS 17,ukuran XL,,,,,,,,,,,,,,,,,
4/25/2021,23:36,Ojol Nyasar Biar Cepat Sampai,Transportasi,24263.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,beli hijaberlin - salimar,Transportasi,229080.0,,,,,,,HIJABERLIN,Kota Depok,tersedia,tersedia,0.0,0.0,https://www.tokopedia.com/hijaberlin/salimar-khimar-pashmina,,,,,,,,,,
,,Beli TINO TINO Kalung,Belanja,99000.0,,,,,,,TINO TINO,Jakarta,0 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=TINO+TINO+Kalung+Liontin,,,,,,,,,,
3/11/2023,14:02,Bayar Bpjs Kesehatan Kelas 3 Dan Iuran Rt/Rw Komplek,Tagihan,135155.0,Pengeluaran,LinkAja,Bandung,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
4/9/2022,09:26,Dollar Cost Averaging Kripto Indodax Koin Solana Cicil Tiap Bulan Disiplin,Investasi,1637554.0,Pengeluaran,ShopeePay,Tangerang,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
4/13/2024,6:12,Transaksi Lainnya,,,Pengeluaran,OVO,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Lagi pengen Preksu Ori di mall,Konsumsi,18000.0,Pengeluaran,,,,,,,,,,,,,2a47896a-f83b-4203-b53e-638525a331be,makanannya dan minumannya mantap poll,5.0,2022-06-16T13:28:10.432208+07:00,,2.0,2022-06-16T05:42:25.041067Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_VALUE,,
,,Lagi pengen Paket Kids deket kampus,Konsumsi,31000.0,Pengeluaran,,,,,,,,,,,,,63179f28-6922-497e-b58e-d6872d0ffc80,"pertama kali makan yang ada hadiah mainan. rasanya enak, dagingnya lembut di lidah, kangen banget rasa burger seperti itu. mainannya keren, suka dan sesuai yang diminta : mainan secret life of pet dan emoji.",5.0,2021-09-28T17:59:31.069229+07:00,,2.0,2021-09-25T06:48:16.777142Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
4/6/2024,2:46,"Pake Gopay Coins, Topup Tagihan Kosan Induk",Tagihan,776000.0,Pengeluaran,qris,Jakarta,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
11/24/2021,10:56,Bayar Ojol Nyasar Ke Kampus Pagi,Transportasi,56506.0,Pengeluaran,LinkAja,Jakarta,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
,,jajan rocket 4 di pinggir jalan,Konsumsi,120000.0,Pengeluaran,,,,,,,,,,,,,909661c7-fde9-4246-815f-1bf54bb69aa3,"mau ngasih bintang 1 apa 2 nggak tega. saya pesennya bukan geprek tp dapetnya geprek. Masalahnya buat makan anak2. untungnya ada 1 yg bukan geprek, jadi bisa dibagi 2 buat anak2. lain kali lebih teliti lagi",3.0,2020-11-09T16:38:54.37+07:00,,4.0,2020-11-09T05:27:48.921956Z,,,
11/10/2021,09:04,Booking Vidio Premier Liga Inggris Dan Bioskop Xxi Premiere,Hiburan,83473.0,Pengeluaran,QRIS,Depok,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
10/7/2024,14:28,Sewa Krl Commuter Line,Transportasi,20335.0,Pengeluaran,Cash,Surabaya,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Nyobain Fresh Milk Brown pake Grab,Konsumsi,21000.0,Pengeluaran,,,,,,,,,,,,,13f55f9d-9e6e-4d22-833e-2776caa2ba62,"tutup press siller nya kebuka, 1 porsi tumpah separo kedalem plastik.",4.0,2020-12-22T10:51:19.034+07:00,,1.0,2020-12-21T08:06:58.427647Z,,,
