tanggal,deskripsi_transaksi,kategori,nominal
2023-09-27,sepatu,Belanja,294000.0
2024-02-22,tol cipularang,Transportasi,90000.0
2023-07-25,order free merchandise -,Belanja,999999.0
2023-03-24,tiket busway,Transportasi,107000.0
2023-02-18,freelance web,Pendapatan,707000.0
2020-02-14,grabfood nasi +,Konsumsi,59000.0
2023-05-22,gofood sate khas senayan,Konsumsi,136000.0
2024-11-09,nyicil bonsai seribu bintang,Belanja,110000.0
2023-09-03,checkout cincin king obi,Belanja,230000.0
2024-11-19,nyicil advance tds-1806 kipas angin,Belanja,318115.0
2023-11-26,matras yoga,Kesehatan,455000.0
2024-06-06,nyicil corenation - headband yoga,Belanja,29750.0
2022-06-15,gofood lele goreng (tanpa,Konsumsi,71000.0
2023-01-03,bli es campur,Konsumsi,149000.0
2023-06-23,beli gm bear hair,Belanja,994999.0
2022-09-30,jajan hemat paha goreng,Konsumsi,108000.0
2023-03-12,beli skincare,Belanja,702000.0
2022-07-04,gofood salad buah superbig,Konsumsi,58000.0
2023-09-17,print tugas,Lain-lain,456000.0
2021-11-22,grabfood pamie komplit taichan,Konsumsi,21000.0
2023-11-09,beli sarung gajah duduk black,Belanja,127000.0
2023-08-09,cosmos kipas angin 16,Belanja,292000.0
2024-03-10,uang air kos,Tempat Tinggal,791000.0
2022-06-24,beli el green,Konsumsi,60000.0
2022-12-26,nasi rendang sapi,Konsumsi,55000.0
2024-04-30,hiasan dinding icon,Belanja,6500.0
2023-01-18,nyicil ant project - tas,Belanja,200000.0
2021-04-25,grabfood sirloin steak,Konsumsi,30000.0
2023-06-11,cardano,Investasi,518000.0
2023-10-06,checkout celana blackhawk cargo panjang,Belanja,170000.0
2024-10-30,beli lenovo legion gaming,Belanja,150000.0
2024-08-18,checkout bimoli cooking oil klasik,Belanja,107990.0
2023-12-05,nyicil minyak goreng,Belanja,703000.0
2023-03-12,nonton bioskop,Hiburan,490000.0
2023-11-20,gofood combo flying,Konsumsi,38000.0
2024-03-17,order mimbar podium masjid,Belanja,849000.0
2022-11-14,beli capcay goreng,Konsumsi,110000.0
2024-01-28,beli lem keramik perekat,Belanja,55500.0
2021-10-24,regular splitza,Konsumsi,54000.0
2023-07-12,tagihan kartu kredit,Tagihan,490000.0
2022-06-22,beli nasi goreng seafood,Konsumsi,72000.0
2023-05-09,nyicil benang bordir rayon star,Belanja,37000.0
2023-05-18,nyicil oxihom tempat pengering,Belanja,86031.0
2023-03-20,bli sate padang,Konsumsi,222000.0
2023-11-03,grabfood grande beef morgans,Konsumsi,61000.0
2024-06-28,studio - spicy earing,Belanja,45900.0
2022-10-22,jajan ayam spicy,Konsumsi,42000.0
2023-11-26,beli [satu pcs] liptint sasimi,Belanja,12500.0
2023-07-01,coach lanyard work,Belanja,285000.0
2021-12-09,gofood kupat tahu,Konsumsi,140000.0
2020-12-10,seblak cuangki,Konsumsi,35000.0
2024-01-04,iuran keamanan,Tagihan,129000.0
2022-03-06,gofood rabokki,Konsumsi,113000.0
2024-03-20,voucher game,Hiburan,480000.0
2024-08-30,order done handymade polymer clay,Belanja,65990.0
2022-06-28,beli oseng mie,Konsumsi,18000.0
2023-02-21,checkout handuk terry palmer,Belanja,12900.0
2024-05-26,checkout rhid - masker sepeda,Belanja,14999.0
2023-07-18,checkout lego speed champions 76915,Belanja,345000.0
2023-03-06,checkout keset karpet karet,Belanja,67500.0
2024-01-12,sarung walang signature songket,Belanja,197000.0
2019-12-26,ayam,Konsumsi,138000.0
2023-06-29,pesen nasi ayam,Konsumsi,75000.0
2023-06-08,tol cipularang,Transportasi,204000.0
2023-11-07,checkout apron waterproof celemek anti,Belanja,35999.0
2023-09-24,nyicil olike p6 power bank,Belanja,306787.0
2023-11-13,jajan paket mantap,Konsumsi,35000.0
2023-03-18,pesen nasi telur,Konsumsi,57000.0
2023-12-31,servis motor,Transportasi,173000.0
2023-05-23,sewa minisoccer,Kesehatan,336000.0
2021-07-17,gofood hemat crispy chicken,Konsumsi,144000.0
2024-05-21,checkout blender miyako bl-152 pf-ap,Belanja,330000.0
2022-08-01,gofood pamblo tek,Konsumsi,33000.0
2023-03-01,remote control rc head,Belanja,275000.0
2024-04-14,kebab,Konsumsi,209000.0
2023-04-29,batagor,Konsumsi,208000.0
2023-06-28,lacikosme viva eyeshadow,Belanja,15500.0
2024-03-08,tagihan pdam,Tagihan,961000.0
2023-11-12,ayam goreng lengkuas,Konsumsi,37000.0
2024-09-02,checkout buku langka -,Belanja,36000.0
2024-05-03,topup flazz,Transportasi,167000.0
2023-08-12,beli ninja blast portable blender,Belanja,989700.0
2023-06-07,grabfood burger king,Konsumsi,136000.0
2023-06-21,beli vest batik wanita rompi,Belanja,19000.0
2024-05-09,order koper kabin kain 16,Belanja,485000.0
2024-08-06,order manset baju / manset,Belanja,22499.0
2023-01-05,order tumbler unik bear bintang,Belanja,64500.0
2022-01-10,pesen rocket 4,Konsumsi,102000.0
2024-09-05,order hot toys cosbaby 222-224,Belanja,890000.0
2024-02-10,beli nasi goreng,Konsumsi,234000.0
2023-01-07,nyicil jam digital meja,Belanja,67500.0
2023-12-03,main biliar,Hiburan,378000.0
2023-09-23,order roughneck rs002 grey mount,Belanja,240000.0
2024-04-22,standing mirror mee,Belanja,980000.0
2023-03-24,tagihan kartu kredit,Tagihan,872000.0
2019-08-04,gofood hoka hemat 2,Konsumsi,45000.0
2023-02-24,mata gergaji triplek,Belanja,45445.0
2024-06-26,lantai vinyl 2mm,Belanja,283900.0
2023-05-19,matras yoga,Kesehatan,249000.0
2023-11-11,beli (1 sachet) truorganic artisan,Belanja,15000.0
2024-12-25,order aibro sk22 jam smartwatch,Belanja,359000.0
2023-05-26,beli stiker dinding wallpaper model,Belanja,13194.0
2024-09-17,beli kompor gas rinnai 2,Belanja,359180.0
2023-11-11,nyicil anker soundcore r50i,Belanja,189000.0
2023-03-01,bensin vivo revvo 90,Transportasi,6000.0
2024-05-05,beli helm bogo classic,Belanja,95000.0
2024-06-19,order coach lanyard,Belanja,400000.0
2023-02-16,order somethinc - bee,Belanja,160000.0
2023-05-22,grabfood gacoan,Konsumsi,170000.0
2020-02-09,beli paket original chicken,Konsumsi,42000.0
2023-05-25,checkout lada bubuk termurah kualitas,Belanja,15000.0
2024-02-07,nyicil monake kunci sok,Belanja,92000.0
2023-03-03,beli seiken brake fluid dot,Belanja,72845.0
2023-05-06,nyicil flashdisk,Belanja,970000.0
2022-08-24,grabfood chicken pop,Konsumsi,125000.0
2022-12-02,gofood big beef double,Konsumsi,144000.0
2023-11-17,jajan richeese fire,Konsumsi,123000.0
2023-12-11,nyicil anker soundcore r50i tws,Belanja,209000.0
2022-10-29,jajan dada geprek,Konsumsi,22000.0
2023-03-06,beli lemari,Tempat Tinggal,230000.0
2024-02-01,beli abon sapi special cap,Belanja,13000.0
2022-09-18,jajan jj 1 tiny,Konsumsi,78000.0
2023-10-11,checkout aksesoris cincin terlaris cod,Belanja,100000.0
2019-11-17,nasi goreng,Konsumsi,149000.0
2019-11-10,grabfood lotek telur,Konsumsi,148000.0
2023-03-07,deposito,Investasi,496000.0
2023-10-29,heylook topi peci,Belanja,49000.0
2023-02-26,langganan chatgpt,Hiburan,306000.0
2023-02-15,pak ogah,Lain-lain,424000.0
2024-02-13,order batik trusmi set,Belanja,429000.0
2023-08-11,order paramesti tshirt kaos,Belanja,125000.0
2023-10-02,gofood dada,Konsumsi,34000.0
2021-10-21,jajan nasi ayam rendang,Konsumsi,148000.0
2023-02-02,gofood my box pizza,Konsumsi,64000.0
2023-05-02,biancraft - clapperboard properti,Belanja,12850.0
2019-11-11,beli mie nyinyir sinis,Konsumsi,138000.0
2022-03-15,jajan nasi kuning sambal,Konsumsi,140000.0
2020-03-10,jajan beef burger,Konsumsi,148000.0
2023-07-18,nyicil bundling uray squezze +,Belanja,28863.0
2020-05-19,pesen oyako ju,Konsumsi,18000.0
2023-11-16,grabfood paket es teh,Konsumsi,147000.0
2023-05-27,denda telat byr,Lain-lain,94000.0
2024-04-11,bensin pertalite,Transportasi,154000.0
2023-07-13,cashback,Pendapatan,481000.0
2023-01-24,cicilan motor,Tagihan,185000.0
2024-10-14,nyicil iswhite whitening expert body,Belanja,183100.0
2024-04-28,bpjs kesehatan,Kesehatan,74000.0
2024-12-27,buku tulis campus [isi,Belanja,49401.0
2023-06-30,nyicil blender national omega nt,Belanja,124000.0
2022-08-14,beli 5 mix,Konsumsi,39000.0
2024-05-16,buku novel remaja,Belanja,80100.0
2024-01-10,order peci pakistan polos bahan,Belanja,23000.0
2022-06-12,pesen hazelnut mocha cheesecake,Konsumsi,111000.0
2023-09-04,kemeja tangan pendek,Belanja,98900.0
2023-04-03,jajan sate lilit,Konsumsi,207000.0
2023-10-27,konser musik,Hiburan,187000.0
2022-06-27,pesen chicken cheesy dada/paha,Konsumsi,26000.0
2024-03-19,cuci mobil,Transportasi,156000.0
2024-05-27,order v-tec clay tools set,Belanja,59975.0
2023-02-19,shopeefood warkop,Konsumsi,37000.0
2022-03-05,pesen dada,Konsumsi,37000.0
2023-02-13,nyicil pencak silat indonesia kaos,Belanja,65000.0
2024-03-23,nyicil paket awday shampoo 100ml,Belanja,43900.0
2024-02-19,beli mentega,Belanja,458000.0
2020-05-28,beli seru ber-2,Konsumsi,51000.0
2023-11-13,pre-workout,Kesehatan,281000.0
2023-05-15,order wardah eyexpert the volume,Belanja,82110.0
2024-12-13,beli philips tat1769 open-ear,Belanja,239000.0
2023-04-07,cuci mobil,Transportasi,227000.0
2023-05-02,iuran rt,Tagihan,842000.0
2023-07-06,admin bni,Lain-lain,346000.0
2024-03-30,beli (ori) evangeline parfum sakura,Belanja,37500.0
2023-11-15,tiket krl,Transportasi,176000.0
2023-12-06,flashdisk 64gb usb,Belanja,26850.0
2021-04-29,grabfood buy 1,Konsumsi,127000.0
2023-02-22,pesen nasi telur,Konsumsi,116000.0
2021-08-18,beli paket original,Konsumsi,51000.0
2023-11-04,uang duka,Lain-lain,122000.0
2023-03-05,bli sepatu futsal,Kesehatan,394000.0
2024-12-13,beli boshing kipas angin,Belanja,15000.0
2023-12-17,diskon peroduk terbaru hiasan,Belanja,35000.0
2023-10-27,beli celengan target 7 juta,Belanja,7500.0
2024-11-08,beli nine worlds ring,Belanja,700000.0
2024-12-23,order jepit rambut line,Belanja,14750.0
2023-03-09,beli [best selling ombre],Belanja,178200.0
2024-10-14,order pira metropolis ox -,Belanja,860000.0
2021-09-14,grabfood beef burger,Konsumsi,116000.0
2024-05-22,beli original premium magnet,Belanja,225000.0
2024-02-14,dompet wanita korean style,Belanja,8997.0
2023-05-30,shopeefood hokben,Konsumsi,67000.0
2024-03-13,raket badminton beban /,Belanja,350000.0
2023-09-17,ohsome alba sol,Belanja,59900.0
2021-07-03,jajan dada geprek,Konsumsi,96000.0
2020-10-22,grabfood nasi + telur,Konsumsi,119000.0
2023-03-10,mimbar podium masjid,Belanja,849000.0
2023-05-18,topup ovo,Lain-lain,53000.0
2023-07-30,sate khas senayan,Konsumsi,63000.0
2023-07-29,wallpaper dinding motif,Belanja,30900.0
2024-04-12,karaoke,Hiburan,69000.0
2023-12-06,hanasui tintdorable lip stain,Belanja,17819.0
2023-08-24,bayar bpjs,Tagihan,615000.0
2023-04-10,transferan ortu,Pendapatan,911000.0
2022-03-18,pesen nasi telur crunchy,Konsumsi,46000.0
2021-08-14,paket ayam panggang,Konsumsi,58000.0
2023-01-31,print tugas,Lain-lain,349000.0
2024-02-21,checkout kaca cermin dinding bulat,Belanja,45000.0
2022-06-14,beli jus matcha,Konsumsi,80000.0
2023-11-03,nasi goreng,Konsumsi,82000.0
2024-12-17,pin ibu hamil,Belanja,5000.0
2023-11-08,beli tempat bekal stainless lunch,Belanja,159000.0
2023-01-23,beli promo tuperware toples,Belanja,170000.0
2023-10-22,pesen sundae original,Konsumsi,40000.0
2023-10-12,jajan rocket 9,Konsumsi,26000.0
2020-12-26,pesen kebab original,Konsumsi,89000.0
2024-07-27,beli royal kludge rk,Belanja,409999.0
2023-12-09,pempek,Konsumsi,230000.0
2023-12-30,langganan chatgpt,Hiburan,259000.0
2023-09-18,beli ice lemon tea,Konsumsi,79000.0
2020-10-13,jajan super deal 3,Konsumsi,48000.0
2022-06-12,pesen paket ayam 2,Konsumsi,79000.0
2023-03-10,beli dispenser sabun cair/holder spons,Belanja,15800.0
2021-05-01,pesen siomay,Konsumsi,90000.0
2024-10-02,vitamin c,Kesehatan,72000.0
2023-06-20,nyicil gantungan kunci motor |,Belanja,118000.0
2021-05-31,grabfood capcay goreng/rebus ayam,Konsumsi,105000.0
2023-09-30,nyicil lucido-l hair vitamin oil,Belanja,55888.0
2024-06-28,tanaman hias bougenville,Belanja,25000.0
2023-09-28,ojol ke tempat les,Transportasi,63000.0
2024-04-25,beli [120cm x 280cm],Belanja,109250.0
2023-04-21,beli jas hujan security cahyanaa-3,Belanja,238000.0
2021-04-18,udang keju,Konsumsi,57000.0
2024-04-16,order azko stora rak sepatu,Belanja,539900.0
2023-04-19,baterai,Belanja,812000.0
2020-11-14,pesen paket ayam sambal,Konsumsi,77000.0
2023-09-23,pesen sayap,Konsumsi,28000.0
2023-05-30,konser musik,Hiburan,408000.0
2021-09-30,green thai,Konsumsi,85000.0
2023-04-07,checkout kaos kaki korea,Belanja,12500.0
2021-12-26,tenderloin eggstra,Konsumsi,148000.0
2023-06-12,checkout plint list pvc,Belanja,75000.0
2023-10-11,checkout kk270 kaos kaki wanita,Belanja,7000.0
2023-11-11,checkout indomaret,Belanja,820000.0
2023-10-13,bli reksadana saham,Investasi,872000.0
2023-07-27,nyicil powerbank kamera kartun baru,Belanja,110000.0
2022-06-23,gofood teh tarik,Konsumsi,123000.0
2024-03-26,checkout wallfan kipas angin,Belanja,288000.0
2024-04-13,maxim ke minisoccer,Transportasi,10000.0
2023-06-19,beli sofiya sepatu flat wanita,Belanja,189009.0
2023-12-21,donasi kitabisa,Lain-lain,62000.0
2024-06-22,balsem cap lang hijau,Belanja,11800.0
2023-05-06,bensin v-power,Transportasi,183000.0
2024-07-02,ganti oli,Transportasi,242000.0
2023-11-10,beli pak geprek matah,Konsumsi,132000.0
2024-03-12,nyicil celengan kabah kunci,Belanja,40000.0
2023-11-18,gofood cap cay super,Konsumsi,93000.0
2024-04-22,protein shake,Kesehatan,365000.0
2023-01-07,checkout aini kebaya batik viscose,Belanja,175000.0
2024-04-04,nongkrong di mixue,Konsumsi,92000.0
2022-09-15,grabfood nasi lele,Konsumsi,134000.0
2023-10-28,paket ayam,Konsumsi,64000.0
2024-01-02,langganan spotify,Hiburan,61000.0
2021-10-07,paket sirlo,Konsumsi,74000.0
2023-01-28,nyicil total electric drill/bor,Belanja,298000.0
2023-10-06,tws xiaomi redmi,Belanja,149000.0
2023-02-01,konser musik,Hiburan,97000.0
2023-07-08,gofood mixue,Konsumsi,141000.0
2023-06-12,tambal ban,Transportasi,123000.0
2023-09-26,nyicil lego diskon murah &,Belanja,185000.0
2024-06-24,nyicil record - sepatu sekolah,Belanja,239900.0
2023-08-12,konsul halodoc,Kesehatan,18000.0
2023-11-23,beli sandal pria cansual distro,Belanja,69900.0
2023-07-03,beli pisau dapur,Belanja,610000.0
2024-03-07,beli mekans 1 set pajangan,Belanja,32000.0
2024-10-28,order zoicy hyaluronic acid,Belanja,105000.0
2023-02-27,pesen nasi pecel +,Konsumsi,52000.0
2024-03-01,saham icbp,Investasi,854000.0
2024-08-15,order standing mirror ukuran,Belanja,164000.0
2023-08-16,order g232 [6 pcs] gelas,Belanja,46999.0
2023-05-11,belanja di kkv,Belanja,572000.0
2024-06-13,checkout pita reflektif skotlet,Belanja,10500.0
2024-10-24,order jual kaca film permeter,Belanja,85000.0
2023-05-23,karaoke,Hiburan,320000.0
2024-09-23,spar co diy,Belanja,49999.0
2023-02-08,jajan 2 fish prosperity,Konsumsi,126000.0
2024-04-09,order love lemari pajangan rak,Belanja,889000.0
2023-05-19,goride ke stasiun krl,Transportasi,96000.0
2022-01-03,jajan hazelnut chocolate,Konsumsi,117000.0
2024-01-04,token listrik,Tagihan,816000.0
2021-12-31,grabfood chicken katsu,Konsumsi,31000.0
2022-09-11,pesen mango sundae,Konsumsi,96000.0
2022-08-04,jajan creamy garlic cheese,Konsumsi,143000.0
2019-10-12,beli nasi ati ampela,Konsumsi,46000.0
2023-12-22,antangin,Kesehatan,105000.0
2023-08-28,photobox,Hiburan,124000.0
2023-11-15,topup genshin,Hiburan,352000.0
2023-04-03,nasi ayam gulai,Konsumsi,17000.0
2023-04-14,photobox,Hiburan,78000.0
2023-05-01,checkout as pulley pully,Belanja,207000.0
2023-04-12,checkout buku tulis sidu,Belanja,44500.0
2023-02-22,piaa ler121 led,Belanja,693544.0
2023-03-20,grabfood nasi telur,Konsumsi,27000.0
2023-05-27,google one,Tagihan,295000.0
2023-01-13,habbatussauda,Kesehatan,28000.0
2024-11-07,beli handuk terry palmer,Belanja,129000.0
2024-05-09,order handuk good morning,Belanja,55000.0
2023-05-02,nongkrong di sate khas senayan,Konsumsi,45000.0
2023-11-04,jajan java,Konsumsi,83000.0
2024-01-02,minyak telon,Kesehatan,481000.0
2024-05-24,nyicil sprei hotel putih,Belanja,140000.0
2019-10-13,beli nasi bungkus ayam,Konsumsi,15000.0
2023-11-08,checkout keyboard gaming leopard g20,Belanja,81000.0
2024-02-18,beli jbl xtreme jumbo bluetooth,Belanja,250000.0
2024-05-13,order gantungan kunci boneka,Belanja,33000.0
2023-03-25,karaoke,Hiburan,487000.0
2023-11-15,nyicil speaker bluetooth karaoke,Belanja,115000.0
2020-07-21,grabfood rice,Konsumsi,117000.0
2023-03-02,iuran rt,Tagihan,219000.0
2024-02-08,grab dari rumah temen,Transportasi,45000.0
2023-11-10,shopeefood richeese,Konsumsi,124000.0
2022-06-20,pesen brokoli ca,Konsumsi,115000.0
2024-09-18,sekai kipas angin besi,Belanja,403000.0
2023-11-02,beli grilled chicken l,Konsumsi,19000.0
2023-03-08,order platini celana panjang jeans,Belanja,249000.0
2023-11-22,jajan lotek biasa,Konsumsi,150000.0
2023-01-10,tolak angin,Kesehatan,272000.0
2023-09-22,promag,Kesehatan,191000.0
2024-05-01,beli panasonic kipas angin berdiri,Belanja,819000.0
2024-02-09,beli skmei 5atm tahan,Belanja,623000.0
2023-12-12,parkir kos,Transportasi,205000.0
2023-11-09,checkout reyl man norm,Belanja,137300.0
2023-12-14,nyicil heuvel tribe beanie,Belanja,85000.0
2023-04-03,cuci mobil,Transportasi,117000.0
2024-10-16,secret garden -,Belanja,398000.0
2023-09-30,nyicil liquid foom yellow gummy,Belanja,100000.0
2023-06-02,mie ayam,Konsumsi,136000.0
2024-08-24,checkout cap lang balsem,Belanja,9148.0
2023-02-02,checkout c2w clothtowear blazer batik,Belanja,111500.0
2021-12-08,grabfood paket berdua,Konsumsi,145000.0
2023-04-09,patungan,Lain-lain,315000.0
2024-05-19,beli minyak rem cairan,Belanja,35000.0
2024-09-02,dear me beauty,Belanja,54996.0
2019-12-20,grabfood nasi +,Konsumsi,98000.0
2024-02-22,biaya admin bank,Lain-lain,209000.0
2022-06-03,beli sop buntut goreng,Konsumsi,28000.0
2023-04-17,iuran keamanan,Tagihan,841000.0
2024-01-31,beli formula curve rounder,Belanja,17200.0
2024-12-02,beli parfum rasasi al wisam,Belanja,554400.0
2023-10-06,tiket krl,Transportasi,238000.0
2023-03-21,denda perpus,Lain-lain,375000.0
2024-08-23,checkout kabel data micro,Belanja,46200.0
2020-02-23,pesen kepala bebek,Konsumsi,115000.0
2024-04-11,kk335 kaos kaki wanita,Belanja,9000.0
2023-02-18,nyicil cincin batu kalimaya,Belanja,79000.0
2024-04-02,nyicil mug coffee stainless,Belanja,113040.0
2023-02-15,unik keset -,Belanja,147900.0
2023-04-27,topup linkaja,Lain-lain,72000.0
2024-07-31,order pompa galon elektrik,Belanja,28500.0
2024-10-23,checkout nyk furion k-04/k04,Belanja,137000.0
2024-12-12,nyicil [sandal seharga kopi] jumat,Belanja,99999.0
2023-10-25,voucher game,Hiburan,458000.0
2024-06-06,checkout toys lego friends,Belanja,299000.0
2024-05-16,pamole anna series tote,Belanja,64000.0
2023-11-19,namaku alam -,Belanja,114600.0
2024-12-05,bli ori,Investasi,185000.0
2023-04-26,beli odol,Belanja,832000.0
2024-03-13,checkout kalung italy warna,Belanja,30160.0
2023-04-19,soft case for iphone,Belanja,245000.0
2023-12-18,beli raket,Kesehatan,469000.0
2020-02-21,pesen nila bakar,Konsumsi,120000.0
2024-09-19,checkout blender kapsul gsf-4077 4,Belanja,60000.0
2024-02-16,main bowling,Hiburan,288000.0
2019-09-23,grabfood milky way,Konsumsi,83000.0
2024-02-18,sewa lapangan tenis,Kesehatan,224000.0
2024-12-03,beli nasi goreng,Konsumsi,249000.0
2024-03-11,nyicil new custom silver tin,Belanja,115000.0
2024-04-29,nyicil azko kinetic grip ring,Belanja,53900.0
2019-12-23,cah jamur,Konsumsi,61000.0
2024-06-17,beli discovery pottery wheel studio,Belanja,895000.0
2023-10-25,karaoke,Hiburan,386000.0
2023-03-21,beli reksadana pasar uang,Investasi,416000.0
2023-03-20,deposit kos,Tempat Tinggal,533000.0
2021-12-14,nasi dendeng batokok,Konsumsi,102000.0
2023-02-20,order sepatu compass gazelle,Belanja,373500.0
2024-04-30,minyak kayu putih,Kesehatan,367000.0
2024-04-12,sewa lapangan basket,Kesehatan,496000.0
2023-12-03,main biliar,Hiburan,368000.0
2023-02-06,eggel terra 3,Belanja,739000.0
2023-11-18,sleepmax guling tidur,Belanja,58999.0
2024-09-13,beli [best seller shampoo,Belanja,68900.0
2022-09-18,grabfood nasi goreng,Konsumsi,125000.0
2023-12-05,kipas angin berdiri,Belanja,139000.0
2024-05-04,sewa lapangan tenis,Kesehatan,466000.0
2024-06-06,vaseline lip care balm,Belanja,24720.0
2023-07-19,nyicil krisbow rak sepatu 4,Belanja,149900.0
2023-05-13,checkout glenz kabel lan,Belanja,54000.0
2021-11-18,jajan dory fray,Konsumsi,107000.0
2024-11-16,checkout scoop gunting kuku nail,Belanja,17520.0
2023-04-17,pure organic vibes,Belanja,46500.0
2024-07-11,3pcs celana dalam,Belanja,90000.0
2023-02-06,obat pusing,Kesehatan,166000.0
2023-02-03,karaoke,Hiburan,372000.0
2023-06-14,beli tali kulit gesper rel,Belanja,90000.0
2023-12-14,sewa lapangan basket,Kesehatan,65000.0
2023-08-21,shopeefood marugame udon,Konsumsi,182000.0
2023-03-17,kingma kabel charger usb,Belanja,110000.0
2024-01-28,nyicil pulpen,Belanja,632000.0
2024-04-28,order celengan kaleng ukuran,Belanja,9500.0
2023-03-10,nyicil sharp oven listrik,Belanja,905000.0
2021-09-07,beli rocket 1,Konsumsi,48000.0
2022-09-01,jajan telur dadar,Konsumsi,36000.0
2023-06-01,kondangan,Lain-lain,350000.0
2023-05-15,beli atori cy3220 kursi,Belanja,143000.0
2024-01-08,cicilan paylater,Tagihan,812000.0
2024-12-18,order omg lip cream,Belanja,20527.0
2023-06-01,dumbbell,Kesehatan,354000.0
2023-12-10,checkout vermont dompet pria kulit,Belanja,959200.0
2024-09-24,beli vas bunga kayu jati,Belanja,97000.0
2021-07-31,pesen ppkm,Konsumsi,71000.0
2023-07-19,main biliar,Hiburan,426000.0
2024-05-26,beli uni home oliver,Belanja,498000.0
2024-03-21,sabun mandi,Belanja,275000.0
2021-08-02,beli personal snack,Konsumsi,148000.0
2024-03-30,paket data indihome,Tagihan,635000.0
2023-05-24,langganan chatgpt,Hiburan,402000.0
2023-01-13,checkout tag nama panitia hut,Belanja,4600.0
2023-08-03,nongkrong di mako,Konsumsi,117000.0
2024-05-05,konser musik,Hiburan,69000.0
2023-03-24,pesen mie hompimpa,Konsumsi,43000.0
2023-11-15,beli pamole tas tote bag,Belanja,89000.0
2024-01-15,checkout sorban jagung jumbo,Belanja,40000.0
2023-02-18,buku tulis,Belanja,229000.0
2024-05-12,uang air kos,Tempat Tinggal,292000.0
2024-03-14,obat pusing,Kesehatan,406000.0
2023-07-26,nyicil cosmos kipas angin dinding,Belanja,300000.0
2023-08-22,voucher game,Hiburan,150000.0
2023-02-11,[ terlaris ],Belanja,335000.0
2021-10-23,gofood aren latte,Konsumsi,129000.0
2022-10-25,gofood mie iblis,Konsumsi,78000.0
2023-09-29,order buku tulis big,Belanja,8500.0
2024-04-13,order [ promo ],Belanja,400000.0
2023-01-19,checkout tiktok shop,Belanja,450000.0
2023-03-25,grabfood starbucks,Konsumsi,215000.0
2023-01-01,nyicil skincare,Belanja,376000.0
2023-06-02,obat flu,Kesehatan,273000.0
2023-11-13,beli jaket gunung outdoor motor,Belanja,170000.0
2021-08-21,paket paha,Konsumsi,112000.0
2022-05-01,gofood ayam goreng kremes,Konsumsi,123000.0
2024-07-18,ms glow lip serum,Belanja,45000.0
2021-10-21,gofood dada tulang,Konsumsi,17000.0
2023-06-20,skeling gigi,Kesehatan,321000.0
2024-02-10,checkout bantal kingkoil - bantal,Belanja,399998.0
2023-05-17,checkout [murah meriah] celengan target,Belanja,106500.0
2023-03-02,parkir liar,Lain-lain,95000.0
2024-04-16,konser musik,Hiburan,488000.0
2023-11-13,jajan nasi rendang,Konsumsi,126000.0
2023-01-18,beli nasi goreng tepedas,Konsumsi,87000.0
2024-04-26,nyicil kyoto sign board wood,Belanja,11250.0
2022-08-14,grabfood cimol mahe asin,Konsumsi,149000.0
2024-02-14,puskesmas,Kesehatan,444000.0
2024-07-20,order kaos persib viking,Belanja,71777.0
2024-05-12,parkir liar,Lain-lain,213000.0
2024-07-07,order sendal jepit ando,Belanja,95500.0
2023-11-10,beli bakmi rebus,Konsumsi,127000.0
2023-10-16,konser musik,Hiburan,399000.0
2023-01-25,nyicil natural biduri sepah,Belanja,55000.0
2020-07-17,melacca -,Konsumsi,144000.0
2024-03-20,nyicil [per 2 pcs],Belanja,26000.0
2023-04-16,beli kemeja formal polos,Belanja,120000.0
2023-04-17,minyak kayu putih,Kesehatan,242000.0
2019-12-15,grabfood udang keju,Konsumsi,82000.0
2019-11-22,pesen telur dadar /,Konsumsi,34000.0
2024-04-14,bibit tanaman buah cherry,Belanja,33250.0
2021-12-01,gofood egg mayo,Konsumsi,63000.0
2023-02-22,main biliar,Hiburan,329000.0
2023-07-15,voucher game,Hiburan,368000.0
2022-01-19,jajan mie setan lv,Konsumsi,78000.0
2023-06-29,nyicil tanaman hias bahan,Belanja,75000.0
2023-07-26,iuran keamanan,Tagihan,625000.0
2023-09-04,checkout code male -,Belanja,135900.0
2022-03-07,beli mie ayam komplit,Konsumsi,124000.0
2023-10-13,topup ovo,Lain-lain,22000.0
2021-06-06,pesen mie goreng,Konsumsi,138000.0
2020-08-29,jajan crispy 4,Konsumsi,114000.0
2021-12-21,jajan truffle saikoro mushroom,Konsumsi,48000.0
2024-04-28,checkout kabel lan cat,Belanja,45360.0
2023-03-15,order baseus smart eye,Belanja,389000.0
2024-03-16,scarlett whitening skin smoothing,Belanja,65000.0
2021-03-17,pesen sate padang,Konsumsi,59000.0
2023-03-17,keramik lantai 50x50,Belanja,49800.0
2024-12-06,novel bumi series,Belanja,109000.0
2023-06-09,uang sampah kos,Tempat Tinggal,199000.0
2023-12-11,checkout innergie c10 lite universal,Belanja,979000.0
2023-09-26,beli handle kunci pintu,Belanja,116500.0
2023-04-15,jilid skripsi,Lain-lain,89000.0
2021-04-17,pesen cumi sambal,Konsumsi,97000.0
2024-08-19,checkout tws lenovo xt60 wireless,Belanja,155000.0
2023-09-02,isi e-money,Transportasi,182000.0
2023-08-10,langganan chatgpt,Hiburan,443000.0
2023-06-29,gofood nasi gudeg areh,Konsumsi,124000.0
2022-01-11,beli combo jiwa toast,Konsumsi,102000.0
